,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
3467,Shot Chart Detail,0021900376,329,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,2,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,11,255,1,1,20191213,MEM,MIL
3468,Shot Chart Detail,0021900376,408,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,20,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,-10,1,1,20191213,MEM,MIL
3469,Shot Chart Detail,0021900376,565,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,49,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,11,60,1,1,20191213,MEM,MIL
3470,Shot Chart Detail,0021900376,582,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,34,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,-3,1,1,20191213,MEM,MIL
3471,Shot Chart Detail,0021900376,634,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,47,252,1,1,20191213,MEM,MIL
3472,Shot Chart Detail,0021900376,661,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,111,246,1,1,20191213,MEM,MIL
3473,Shot Chart Detail,0021900376,664,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,3,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-4,1,1,20191213,MEM,MIL
3474,Shot Chart Detail,0021900385,21,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,79,248,1,1,20191214,MIL,CLE
3475,Shot Chart Detail,0021900385,27,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,26,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,15,1,1,20191214,MIL,CLE
3476,Shot Chart Detail,0021900385,64,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,6,7,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,17,1,1,20191214,MIL,CLE
3477,Shot Chart Detail,0021900385,77,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,4,56,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,12,1,1,20191214,MIL,CLE
3478,Shot Chart Detail,0021900385,196,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,31,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,15,1,1,20191214,MIL,CLE
3479,Shot Chart Detail,0021900385,221,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,15,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,13,1,1,20191214,MIL,CLE
3480,Shot Chart Detail,0021900385,233,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,6,37,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,6,1,1,20191214,MIL,CLE
3481,Shot Chart Detail,0021900385,245,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,5,14,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,1,20191214,MIL,CLE
3482,Shot Chart Detail,0021900385,332,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,11,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,63,260,1,1,20191214,MIL,CLE
3483,Shot Chart Detail,0021900385,376,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,7,26,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,6,53,1,1,20191214,MIL,CLE
3484,Shot Chart Detail,0021900385,525,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,8,1,1,20191214,MIL,CLE
3485,Shot Chart Detail,0021900385,610,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,8,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,4,1,1,20191214,MIL,CLE
3486,Shot Chart Detail,0021900398,18,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,10,42,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-8,21,1,1,20191216,MIL,DAL
3487,Shot Chart Detail,0021900398,33,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-196,168,1,1,20191216,MIL,DAL
3488,Shot Chart Detail,0021900398,78,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,6,21,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,-8,1,1,20191216,MIL,DAL
3489,Shot Chart Detail,0021900398,164,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,11,36,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-46,57,1,1,20191216,MIL,DAL
3490,Shot Chart Detail,0021900398,193,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,58,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,24,1,1,20191216,MIL,DAL
3491,Shot Chart Detail,0021900398,206,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,34,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,-7,1,1,20191216,MIL,DAL
3492,Shot Chart Detail,0021900398,224,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,6,43,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,9,1,1,20191216,MIL,DAL
3493,Shot Chart Detail,0021900398,235,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,5,37,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,6,1,1,20191216,MIL,DAL
3494,Shot Chart Detail,0021900398,335,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,11,19,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,1,20191216,MIL,DAL
3495,Shot Chart Detail,0021900398,349,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,42,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,22,1,1,20191216,MIL,DAL
3496,Shot Chart Detail,0021900398,358,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,56,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,10,1,1,20191216,MIL,DAL
3497,Shot Chart Detail,0021900398,371,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,5,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,8,1,1,20191216,MIL,DAL
3498,Shot Chart Detail,0021900398,375,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,7,31,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,12,1,1,20191216,MIL,DAL
3499,Shot Chart Detail,0021900398,520,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,12,1,1,20191216,MIL,DAL
3500,Shot Chart Detail,0021900398,542,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,16,1,1,20191216,MIL,DAL
3501,Shot Chart Detail,0021900398,717,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,0,11,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,15,1,1,20191216,MIL,DAL
3502,Shot Chart Detail,0021900398,731,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,0,8,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,8,5,1,1,20191216,MIL,DAL
3503,Shot Chart Detail,0021900398,737,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,0,5,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-27,49,1,1,20191216,MIL,DAL
3504,Shot Chart Detail,0021900417,59,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,23,263,1,1,20191219,MIL,LAL
3505,Shot Chart Detail,0021900417,66,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,24,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,8,1,1,20191219,MIL,LAL
3506,Shot Chart Detail,0021900417,193,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,11,8,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191219,MIL,LAL
3507,Shot Chart Detail,0021900417,198,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,31,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,16,1,1,20191219,MIL,LAL
3508,Shot Chart Detail,0021900417,212,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,9,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-11,289,1,1,20191219,MIL,LAL
3509,Shot Chart Detail,0021900417,288,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,4,59,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-8,19,1,1,20191219,MIL,LAL
3510,Shot Chart Detail,0021900417,424,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-5,269,1,1,20191219,MIL,LAL
3511,Shot Chart Detail,0021900417,438,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,7,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-18,275,1,1,20191219,MIL,LAL
3512,Shot Chart Detail,0021900417,592,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,3,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,7,1,1,20191219,MIL,LAL
3513,Shot Chart Detail,0021900417,607,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-175,218,1,1,20191219,MIL,LAL
3514,Shot Chart Detail,0021900417,702,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,3,35,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-131,-13,1,1,20191219,MIL,LAL
3515,Shot Chart Detail,0021900434,68,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,20,294,1,1,20191221,NYK,MIL
3516,Shot Chart Detail,0021900434,82,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,4,1,1,20191221,NYK,MIL
3517,Shot Chart Detail,0021900434,276,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,4,33,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,12,1,1,20191221,NYK,MIL
3518,Shot Chart Detail,0021900434,343,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,0,33,Made Shot,Driving Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,10,1,1,20191221,NYK,MIL
3519,Shot Chart Detail,0021900434,373,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,59,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,9,1,1,20191221,NYK,MIL
3520,Shot Chart Detail,0021900434,380,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,157,120,1,1,20191221,NYK,MIL
3521,Shot Chart Detail,0021900434,424,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,29,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,109,236,1,1,20191221,NYK,MIL
3522,Shot Chart Detail,0021900434,646,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,5,52,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,23,62,1,1,20191221,NYK,MIL
3523,Shot Chart Detail,0021900441,52,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,55,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,6,1,1,20191222,MIL,IND
3524,Shot Chart Detail,0021900441,65,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,6,32,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,5,1,1,20191222,MIL,IND
3525,Shot Chart Detail,0021900441,172,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,9,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-14,16,1,1,20191222,MIL,IND
3526,Shot Chart Detail,0021900441,249,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,17,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,8,1,1,20191222,MIL,IND
3527,Shot Chart Detail,0021900441,370,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,13,1,1,20191222,MIL,IND
3528,Shot Chart Detail,0021900441,535,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,0,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-57,131,1,1,20191222,MIL,IND
3529,Shot Chart Detail,0021900441,546,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,21,286,1,1,20191222,MIL,IND
3530,Shot Chart Detail,0021900441,626,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,3,20,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,23,1,1,20191222,MIL,IND
3531,Shot Chart Detail,0021900456,9,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-180,5,1,1,20191225,PHI,MIL
3532,Shot Chart Detail,0021900456,43,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,17,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,9,1,1,20191225,PHI,MIL
3533,Shot Chart Detail,0021900456,199,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,48,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,15,1,1,20191225,PHI,MIL
3534,Shot Chart Detail,0021900456,229,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,6,58,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,3,1,1,20191225,PHI,MIL
3535,Shot Chart Detail,0021900456,354,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,54,Made Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,2,1,1,20191225,PHI,MIL
3536,Shot Chart Detail,0021900456,433,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,32,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-112,62,1,1,20191225,PHI,MIL
3537,Shot Chart Detail,0021900456,559,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,4,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,10,1,1,20191225,PHI,MIL
3538,Shot Chart Detail,0021900456,614,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,12,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,2,1,1,20191225,PHI,MIL
3539,Shot Chart Detail,0021900493,38,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,28,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1,20191230,CHI,MIL
3540,Shot Chart Detail,0021900493,45,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,33,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,4,1,1,20191230,CHI,MIL
3541,Shot Chart Detail,0021900493,224,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,24,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,10,1,1,20191230,CHI,MIL
3542,Shot Chart Detail,0021900493,298,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,1,35,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,10,1,1,20191230,CHI,MIL
3543,Shot Chart Detail,0021900493,409,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,7,19,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,4,1,1,20191230,CHI,MIL
3544,Shot Chart Detail,0021900493,425,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,10,254,1,1,20191230,CHI,MIL
3545,Shot Chart Detail,0021900493,440,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,2,Made Shot,Driving Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,2,1,1,20191230,CHI,MIL
3546,Shot Chart Detail,0021900493,569,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,24,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-11,163,1,1,20191230,CHI,MIL
3547,Shot Chart Detail,0021900506,34,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,26,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,9,1,1,20200101,MIL,MIN
3548,Shot Chart Detail,0021900506,191,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,39,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,16,1,1,20200101,MIL,MIN
3549,Shot Chart Detail,0021900506,209,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,9,39,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,34,66,1,1,20200101,MIL,MIN
3550,Shot Chart Detail,0021900506,238,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,2,294,1,1,20200101,MIL,MIN
3551,Shot Chart Detail,0021900506,375,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,0,14,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-3,20,1,1,20200101,MIL,MIN
3552,Shot Chart Detail,0021900506,408,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,2,1,1,20200101,MIL,MIN
3553,Shot Chart Detail,0021900506,449,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,7,15,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,18,64,1,1,20200101,MIL,MIN
3554,Shot Chart Detail,0021900506,452,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,54,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,30,268,1,1,20200101,MIL,MIN
3555,Shot Chart Detail,0021900506,573,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,19,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,17,1,1,20200101,MIL,MIN
3556,Shot Chart Detail,0021900506,624,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,7,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,13,1,1,20200101,MIL,MIN
3557,Shot Chart Detail,0021900506,672,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,5,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,11,1,1,20200101,MIL,MIN
3558,Shot Chart Detail,0021900506,689,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,22,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-17,33,1,1,20200101,MIL,MIN
3559,Shot Chart Detail,0021900506,716,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,1,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,48,262,1,1,20200101,MIL,MIN
3560,Shot Chart Detail,0021900531,29,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,84,247,1,1,20200104,MIL,SAS
3561,Shot Chart Detail,0021900531,47,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-110,264,1,1,20200104,MIL,SAS
3562,Shot Chart Detail,0021900531,328,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,11,54,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,15,1,1,20200104,MIL,SAS
3563,Shot Chart Detail,0021900531,424,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,14,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,13,1,1,20200104,MIL,SAS
3564,Shot Chart Detail,0021900531,453,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,3,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-51,252,1,1,20200104,MIL,SAS
3565,Shot Chart Detail,0021900531,462,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,3,18,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-3,192,1,1,20200104,MIL,SAS
3566,Shot Chart Detail,0021900531,596,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,4,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,17,1,1,20200104,MIL,SAS
3567,Shot Chart Detail,0021900546,21,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,29,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,11,1,1,20200106,SAS,MIL
3568,Shot Chart Detail,0021900546,31,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,29,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,8,1,1,20200106,SAS,MIL
3569,Shot Chart Detail,0021900546,70,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,5,24,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,4,1,1,20200106,SAS,MIL
3570,Shot Chart Detail,0021900546,208,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,13,1,1,20200106,SAS,MIL
3571,Shot Chart Detail,0021900546,233,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,5,17,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,1,20200106,SAS,MIL
3572,Shot Chart Detail,0021900546,331,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,53,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,20,1,1,20200106,SAS,MIL
